SN,Continent,Country,Location_Name,Location_Code,Cluster_Name,Cluster_Code,Plot_ Name,Plot_ Code,Minumum_Plot_Dimention (m),Maximum_Plot_Dimention (m),Total_Plot_Edge (m),Census_Date,PI,Latitude (plot),Longitude (plot),x (plot),y (plot),Tag_No,Family,Original_Identification,Genus,Species,Species_Code,Edibility_Category,x (tree),y (tree),Elevation (m),Dimater (cm),Plot_Comments 
360,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,359,Fabaceae,Ptericarpus osun,Pterocarpus,Pterocarpus osun,PTOS,Inedible,456311,599122,186,12,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
361,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,360,Olacaceae,Strombosia pustulata,Strombosia,Strombosia pustulata,STPU,Inedible,456306,599133,186,17,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
362,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,361,Phyllanthaceae,Uapaca staudtii,Uapaca,Uapaca staudtii,UAST,Edible,456304,599136,186,13,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
363,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,362,Ebenaceae,Diospyros mespiliformis,Diospyros,Diospyros mespiliformis,DIME,Inedible,456302,599139,186,21,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
364,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,363,Lamiaceae,Vitex doniana,Vitex,Vitex doniana,VIDO,Edible,456304,599136,182,12,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
365,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,364,Phyllanthaceae,Maesobotrya barteri,Maesobotrya,Maesobotrya barteri,MABA,Edible,456305,599132,181,17,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
366,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,365,Guttiferae,Garcinia mannii,Garcinia,Garcinia mannii,GAMA,Edible,456307,599135,181,15,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
367,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,366,Phyllanthaceae,Uapaca heudelotii,Uapaca,Uapaca heudelotii,UAHE,Edible,456311,599132,180,13,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
368,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,367,Phyllanthaceae,Uapaca heudelotii,Uapaca,Uapaca heudelotii,UAHE,Edible,456311,599128,180,14,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
369,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,368,Phyllanthaceae,Maesobotrya dunsenii,Maesobotrya,Maesobotrya dusenii,MADU,Edible,456320,599127,182,10,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
370,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,369,Olacaceae,Octoknemia affine,Octoknema,Octoknema affinis,OCAF,Inedible,456311,599136,183,15,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
371,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,370,Myrtaceae,Euglina longiflora,Eugenia,Eugenia longiflora,EULO,Inedible,456296,599135,185,12,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
372,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,371,Annonaceae,Xylopia aethiopica,Xylopia,Xylopia aethiopica,XYAE,Edible,456309,599140,185,16,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
373,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,372,Fabaceae,Piptadeniastrum africanum,Piptadeniastrum,Piptadeniastrum africanum,PIAF,Inedible,456309,599150,185,83,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
374,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,373,Myristicaceae,Pycnanthus angolensis,Pycnanthus,Pycnanthus angolensis,PYAN,Edible,456311,599144,184,16,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
375,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,374,Malvaceae,Cola verticillata,Cola,Cola verticillata,COVE,Edible,456303,599148,184,12,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
376,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,375,Fabaceae,Hylodendron gabonensis,Hylodendron,Hylodendron gabunense,HYGA,Inedible,456305,599148,182,109,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
377,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,376,Ebenaceae,Diospyros zenkeri,Diospyros,Diospyros zenkeri,DIZE,Inedible,456302,599147,182,10,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
378,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,377,Meliaceae,Trichilia obovaita,Trichilia,Trichilia obovoidea,TROB,Inedible,456301,599152,182,26,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
379,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,378,Olacaceae,Octoknemia affine,Octoknema,Octoknema affinis,OCAF,Inedible,456304,599159,182,16,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
380,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,379,Ebenaceae,Diospyros mespiliformis,Diospyros,Diospyros mespiliformis,DIME,Inedible,456296,599156,180,27,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
381,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,380,Phyllanthaceae,Maesobotrya barteri,Maesobotrya,Maesobotrya barteri,MABA,Edible,456313,599147,179,12,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
382,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 2,L2P2,40,40,160,28/08/2019,Sijeh Asuk,5.42,8.61,456241.25,599105.01,381,Annonaceae,Xylopia quintasii,Xylopia,Xylopia quintasii,XYQU,Edible,456317,599151,178,12,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
387,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 3,L2P3,40,40,160,29/08/2019,Sijeh Asuk,5.42,8.61,456352.11,599215.48,1114,Myristicaceae,Pycnanthus angolensis,Pycnanthus,Pycnanthus angolensis,PYAN,Edible,456398,599228,211,26,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
388,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 3,L2P3,40,40,160,29/08/2019,Sijeh Asuk,5.42,8.61,456352.11,599215.48,1115,Fabaceae,Pentaclethra macrophylla,Pentaclethra,Pentaclethra macrophylla,PNMA,Edible,456294,599216,203,19,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
389,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 3,L2P3,40,40,160,29/08/2019,Sijeh Asuk,5.42,8.61,456352.11,599215.48,1116,Burseraceae,Dacryoides edulis,Dacryoides,Dacryoides edulis,DAED,Edible,456300,599208,206,16,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
390,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 3,L2P3,40,40,160,29/08/2019,Sijeh Asuk,5.42,8.61,456352.11,599215.48,1117,Phyllanthaceae,Uapaca staudtii,Uapaca,Uapaca staudtii,UAST,Edible,456300,599225,211,46,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
391,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 3,L2P3,40,40,160,29/08/2019,Sijeh Asuk,5.42,8.61,456352.11,599215.48,1118,Annonaceae,Uvariopsis convinens,Uvariopsis,Uvariopsis congensis,UVCO,Inedible,456314,599223,203,15,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
392,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 3,L2P3,40,40,160,29/08/2019,Sijeh Asuk,5.42,8.61,456352.11,599215.48,1119,Olacaceae,Strombosia pustulata,Strombosia,Strombosia pustulata,STPU,Inedible,456314,599218,206,13,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
393,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 3,L2P3,40,40,160,29/08/2019,Sijeh Asuk,5.42,8.61,456352.11,599215.48,1120,Olacaceae,Strombosia pustulata,Strombosia,Strombosia pustulata,STPU,Inedible,456306,599224,210,24,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
394,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 3,L2P3,40,40,160,29/08/2019,Sijeh Asuk,5.42,8.61,456352.11,599215.48,1121,Fabaceae,Hylodendron gabonensis,Hylodendron,Hylodendron gabunense,HYGA,Inedible,456316,599226,209,74,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
395,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 3,L2P3,40,40,160,29/08/2019,Sijeh Asuk,5.42,8.61,456352.11,599215.48,1122,Meliaceae,Guara thompsonii,Guarea,Guarea thompsonii,GUTH,Inedible,456318,599221,219,25,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
396,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 3,L2P3,40,40,160,29/08/2019,Sijeh Asuk,5.42,8.61,456352.11,599215.48,1123,Olacaceae,Octoknemia affine,Octoknema,Octoknema affinis,OCAF,Inedible,456318,599224,224,18,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
397,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 3,L2P3,40,40,160,29/08/2019,Sijeh Asuk,5.42,8.61,456352.11,599215.48,1124,Phyllanthaceae,Uapaca staudtii,Uapaca,Uapaca staudtii,UAST,Edible,456323,599215,215,14,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
398,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 3,L2P3,40,40,160,29/08/2019,Sijeh Asuk,5.42,8.61,456352.11,599215.48,1125,Olacaceae,Octoknemia affine,Octoknema,Octoknema affinis,OCAF,Inedible,456315,599219,218,11,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
399,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 3,L2P3,40,40,160,29/08/2019,Sijeh Asuk,5.42,8.61,456352.11,599215.48,1126,Meliaceae,Carapa procera,Carapa,Carapa procera,CAPR,Inedible,456327,599210,215,19,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
400,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 3,L2P3,40,40,160,29/08/2019,Sijeh Asuk,5.42,8.61,456352.11,599215.48,1127,Phyllanthaceae,Uapaca togonensis,Uapaca,Uapaca togoensis,UATO,Inedible,456325,599209,213,21,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
401,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 3,L2P3,40,40,160,29/08/2019,Sijeh Asuk,5.42,8.61,456352.11,599215.48,1128,Phyllanthaceae,Uapaca staudtii,Uapaca,Uapaca staudtii,UAST,Edible,456313,599218,209,28,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
402,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 1,AKG-01,Aking Location 1 Plot 3,L2P3,40,40,160,29/08/2019,Sijeh Asuk,5.42,8.61,456352.11,599215.48,1129,Sapotaceae,Chrysophyllum dumbeya,Chrysophyllum,Chrysophyllum dumbeya,CHDU,Edible,456316,599216,209,86,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
